Num of Titles (Active),Dewey Classification Top Line,Dewey Classification
58,000,000
1,000,000.5.7/1376 22
1,000,0005.1/7
1,000,0005.4
0,000,0005.5609410904
1,000,0006.312
137,001,001
1,001,001 s
7,001,001.01
2,001,001.01/2
5,001,001.012
0,001,001.02373
2,001,001.0285
3,001,001.06/01
3,001,001.0601
5,001,001.068
1,001,001.068/8
0,001,001.0681
0,001,001.0688
4,001,001.089
1,001,001.0896
25,001,001.09
0,001,001.09/01
1,001,001.09/03
1,001,001.09/032
1,001,001.09/034
1,001,001.0903
2,001,001.09032
1,001,001.09034
3,001,001.0917/67
1,001,001.091767
2,001,001.093
1,001,001.0937
1,001,001.094
1,001,001.09410904
1,001,001.09411/09033
2,001,001.0942/09031
2,001,001.0942/09032
0,001,001.094209031
1,001,001.0943/09033
0,001,001.094309033
1,001,001.095693
12,001,001.1
3,001,001.1/094
2,001,001.1/094/0903
1,001,001.1/0943
1,001,001.1/0943/09034
1,001,001.1/0944
1,001,001.1/0944/09033
1,001,001.1/0951
0,001,001.109
1,001,001.10917671
3,001,001.1094
1,001,001.1094/09033
0,001,001.10943
1,001,001.10945
0,001,001.10973/0904
44,001,001.2
1,001,001.2/09
1,001,001.2/09/021
1,001,001.2/092
1,001,001.2/092/4
1,001,001.2/094
1,001,001.2/0942
1,001,001.2/09495
2,001,001.2/0951
1,001,001.2/0973
0,001,001.2/098
1,001,001.2014
1,001,001.2019
2,001,001.2082
1,001,001.20820943
1,001,001.209
1,001,001.209/02
1,001,001.209/032
4,001,001.20902
0,001,001.209021
2,001,001.209033
2,001,001.2092
1,001,001.2092/25487
1,001,001.20922
1,001,001.20924
5,001,001.2094
1,001,001.2094/09031
1,001,001.209409
1,001,001.209409/032
1,001,001.209409/033
1,001,001.20940902
1,001,001.209409032
0,001,001.20942
1,001,001.209469/09031
0,001,001.20946909031
1,001,001.20951/0904
0,001,001.209510904
0,001,001.20972
60,001,001.3
2,001,001.3/01
2,001,001.3/0285
0,001,001.3/03
1,001,001.3/05
2,001,001.3/071
1,001,001.3/071/1
4,001,001.3/071/173
6,001,001.3/08
1,001,001.3/09
1,001,001.3/09/032
2,001,001.3/092
0,001,001.3/094/09024
1,001,001.3/0943
1,001,001.3/0951
1,001,001.3/096897
4,001,001.301
48,001,001.30285
3,001,001.302854
0,001,001.305
12,001,001.3071
1,001,001.3071/073
1,001,001.3071/0973
1,001,001.3071/1
2,001,001.3071/173
2,001,001.3071073
5,001,001.30711
1,001,001.30711485
0,001,001.30711861
0,001,001.307119471
4,001,001.3072
1,001,001.3072/1
1,001,001.3072094231
2,001,001.30721
1,001,001.3079492
0,001,001.308
1,001,001.3082/0971
6,001,001.309
1,001,001.309/033
0,001,001.309033
3,001,001.3092
1,001,001.30922
1,001,001.309409033
1,001,001.30941
2,001,001.30943
0,001,001.30945
2,001,001.30951
2,001,001.3096
1,001,001.34/36/05
92,001,001.4
1,001,001.4/01/4
1,001,001.4/06/01
1,001,001.4/06073
5,001,001.4/0973
42,001,001.4/2
1,001,001.4/2 21
2,001,001.4/2/01
3,001,001.4/20285
3,001,001.4/202854678
0,001,001.4/202855133
0,001,001.4/2071
1,001,001.4/209729
12,001,001.4/22
1,001,001.4/22/05
0,001,001.4/22/078
1,001,001.4/22/0973
2,001,001.4/2202855133
0,001,001.4/220285554
2,001,001.4/22095109045
0,001,001.4/225
12,001,001.4/226
1,001,001.4/226 21
0,001,001.4/226/03
12,001,001.4/226028566
4,001,001.4/24
1,001,001.4/24 19
2,001,001.4/3
1,001,001.4/32
19,001,001.4/33
16,001,001.4/34
1,001,001.4/340151954
4,001,001.4/4
1,001,001.4/4/05
1,001,001.4/4/0922
1,001,001.4/4/0971
1,001,001.4/4/0973
1,001,001.4/409
0,001,001.401/9
1,001,001.4023
1,001,001.4025714
1,001,001.40285/58
1,001,001.4028558
1,001,001.403
1,001,001.406/071
2,001,001.406073
5,001,001.4068
0,001,001.4068/1
1,001,001.4068/4
0,001,001.40681
1,001,001.4071
0,001,001.4071/1
0,001,001.40715
1,001,001.409
1,001,001.40947
1,001,001.4095363
1,001,001.40974967
2,001,001.40979467
2,001,001.4098
94,001,001.42
2,001,001.42/2
2,001,001.420285
1,001,001.42028546
7,001,001.4202854678
1,001,001.42028553
1,001,001.420285632
1,001,001.4205
1,001,001.420711
15,001,001.422
1,001,001.4220243
1,001,001.422094109034
1,001,001.42209605
0,001,001.4222
78,001,001.4226
1,001,001.422602855133
1,001,001.42260285536
12,001,001.4226028566
3,001,001.424
1,001,001.43
0,001,001.432
22,001,001.433
23,001,001.434
12,001,001.44
1,001,001.440973
1,001,001.440983
2,001,001.5
1,001,001.5/01
1,001,001.5/05
1,001,001.5/3
1,001,001.5/33
1,001,001.5/34
2,001,001.5/39
1,001,001.5/6/01
14,001,001.51
2,001,001.51/01
3,001,001.51/05
1,001,001.51/0902
2,001,001.51/0944
0,001,001.510255
1,001,001.5107
1,001,001.5107205
0,001,001.510944
32,001,001.53
1,001,001.53/05
1,001,001.53/3
3,001,001.53/4
7,001,001.53/5
1,001,001.53/5/05
0,001,001.53/8
3,001,001.53/9
1,001,001.5303
1,001,001.530601
3,001,001.532
3,001,001.533
7,001,001.534
5,001,001.535
7,001,001.539
0,001,001.54
1,001,001.54/08
1,001,001.54/0938
3,001,001.54/2
2,001,001.54/2/05
2,001,001.54/3
1,001,001.54/3/094
0,001,001.540243318
1,001,001.542
1,001,001.54205
0,001,001.543
1,001,001.543094
8,001,001.5436
2,001,001.55
2,001,001.55/3
1,001,001.552
0,001,001.55209
1,001,001.5535
7,001,001.56
5,001,001.6
1,001,001.6/09
3,001,001.6/4
2,001,001.6/4/04
3,001,001.6/4/05
1,001,001.6/4/0711
1,001,001.6/4044
3,001,001.6/42
1,001,001.6/42/05
1,001,001.6/424/05
2,001,001.6/44/04
1,001,001.6/4404
2,001,001.60711
0,001,001.63
86,001,001.64
0,001,001.64 s
0,001,001.64/01
1,001,001.64/028/7
7,001,001.64/05
1,001,001.64/068/8
1,001,001.64/07/1
1,001,001.64/0711 s
1,001,001.64/09
9,001,001.64/2
2,001,001.64/2/05
6,001,001.64/24
1,001,001.64/24/05
1,001,001.64/25
1,001,001.64/25/0287
2,001,001.64/4
3,001,001.64/404
1,001,001.64/404/05
1,001,001.64/43
1,001,001.6404
1,001,001.64044
2,001,001.6405
2,001,001.64071
1,001,001.640711
1,001,001.64077
80,001,001.642
1,001,001.64201
2,001,001.6420151
2,001,001.642023
3,001,001.642068
22,001,001.6424
6,001,001.6425
1,001,001.64250287
2,001,001.6425068
1,001,001.64250688
2,001,001.64250724
1,001,001.644
15,001,001.64404
2,001,001.6443
1,001,001.88/2713
37,001,001.9
0,001,001.9/09
2,001,001.9/42
1,001,001.9/44
3,001,001.9/5
1,001,001.9/6
1,001,001.9/6/094309033
0,001,001.9/8
1,001,001.90973
6,001,001.94
0,001,001.940973
1,001,001.940977
1,001,001.9409789
16,001,001.942
1,001,001.942092
1,001,001.9420947
20,001,001.944
1,001,001.94409
2,001,001.95
5,001,001.96
1,001,001.980947
4,001,001/.01
0,001,001/.01 s
0,001,001/.01/2
0,001,001/.012
2,001,001/.023/73
2,001,001/.068
0,001,001/.09/034
1,001,001/.092/2
1,001,001/.094/09031
0,001,001/.09411/09033
0,001,001/.1/094209032
1,001,001/.68
37,002,002
0,002,002.0688
0,002,002.071073
1,002,002.0740922
8,002,002.075
2,002,002.075092
0,002,002.0750924
1,002,002.088/2701
1,002,002.08989045311
71,002,002.09
1,002,002.09/015
1,002,002.09/024
1,002,002.09/033
1,002,002.0901
2,002,002.0902
0,002,002.09033
2,002,002.0904
2,002,002.0917/67
1,002,002.093
0,002,002.0931
1,002,002.094
1,002,002.09409/031
0,002,002.09409031
7,002,002.0941
2,002,002.0941/09034
1,002,002.094109/024
0,002,002.09410903
2,002,002.09411
0,002,002.0942/09023
2,002,002.094209/031
1,002,002.0944
1,002,002.0944/09031
0,002,002.094409031
1,002,002.0946
1,002,002.0948
0,002,002.09492
1,002,002.0951
2,002,002.0951/5
0,002,002.09515
1,002,002.0954
1,002,002.095691
1,002,002.09682
2,002,002.09764
1,002,002.098
3,002,002.09861
1,002,002.317
1,002,002.5469627
1,002,002/.08/8211
4,002,002/.09
3,002,002/.0941
1,002,002/.0956
1,002,002/.0973
1,002,002/.098/09031
231,003,003
1,003,003 19
1,003,003 20
1,003,003.
1,003,003./54
0,003,003.01/5192
1,003,003.01/5196
1,003,003.015195
1,003,003.0724
5,003,003.1
1,003,003.2
205,003,003.3
1,003,003.305
1,003,003.3435
1,003,003.3511.8
1,003,003.35117
0,003,003.35133
1,003,003.363
30,003,003.5
0,003,003.5015113
1,003,003.522
122,003,003.54
1,003,003.5401515352
7,003,003.56
42,003,003.7
0,003,003.7/2
6,003,003.72
4,003,003.74
21,003,003.75
1,003,003.75015118
10,003,003.76
1,003,003.78
0,003,003.8
6,003,003.83
2,003,003.85
1,003,003.8501135
0,003,003.850115
38,003,003.857
1,003,003.857011
2,003,003.857015118
1,003,003.857028553
0,003,003/.
0,003,003/.01/51535
1,003,003/.05
2,003,003/.1
1,003,003/.2
30,003,003/.3
1,003,003/.3072
2,003,003/.3511
1,003,003/.35133
0,003,003/.3554
2,003,003/.366
26,003,003/.5
1,003,003/.5/0947
0,003,003/.52
79,003,003/.54
2,003,003/.54/01519
1,003,003/.54/015195
0,003,003/.54/05
0,003,003/.5401511324
0,003,003/.54024658
7,003,003/.56
9,003,003/.7
3,003,003/.71
6,003,003/.72
7,003,003/.74
1,003,003/.74015118
1,003,003/.74028553
5,003,003/.75
3,003,003/.76
0,003,003/.76/015114
2,003,003/.78
1,003,003/.8
5,003,003/.83
7,003,003/.85
1,003,003/.85/01154
21,003,003/.857
0,003,003/.857/0151
1,003,0032.01/5195
1,003,0032.10917/67
2885,004,004
1,004,004 $2 13
1,004,004 P963 [ONLINE]
1,004,004 s
1,004,004./32 22
2,004,004.0
1,004,004.009773/11
24,004,004.01
31,004,004.01/51
6,004,004.01/5113
1,004,004.01/5181
1,004,004.01/5196
68,004,004.01/9
1,004,004.01/9 22
3,004,004.014
468,004,004.0151
0,004,004.0151 22
55,004,004.015113
1,004,004.0151135
1,004,004.015114
5,004,004.015115
6,004,004.015118
3,004,004.01512
0,004,004.0151255
2,004,004.01513
1,004,004.015193
1,004,004.015195
333,004,004.019
1,004,004.019028564
1,004,004.0190688
1,004,004.0191
1,004,004.01922gerDNB
1,004,004.02/18
1,004,004.021
14,004,004.0218
14,004,004.023
1,004,004.02373
0,004,004.024374
1,004,004.0246584
3,004,004.028/6
1,004,004.028/8
9,004,004.0286
1,004,004.0287
3,004,004.0288
3,004,004.029
8,004,004.03
1,004,004.03956
19,004,004.05
54,004,004.068
0,004,004.068 22
2,004,004.068/1
2,004,004.068/3
14,004,004.068/4
2,004,004.068/5
3,004,004.068/8
1,004,004.0681
3,004,004.0682
0,004,004.0683
18,004,004.0684
2,004,004.0685
20,004,004.0688
2,004,004.07
30,004,004.071
1,004,004.071/2
3,004,004.0711
1,004,004.071141
0,004,004.0712
0,004,004.071241
19,004,004.072
1,004,004.072073
15,004,004.076
8,004,004.082
5,004,004.083
2,004,004.084/6
10,004,004.0846
3,004,004.087
1,004,004.088254
22,004,004.09
1,004,004.091724
2,004,004.091767
6,004,004.092
2,004,004.0922
1,004,004.094
1,004,004.0941
2,004,004.0947
3,004,004.0948
1,004,004.095125
1,004,004.0973
2,004,004.098
100,004,004.1
13,004,004.1/1
1,004,004.1/1/05
3,004,004.1/25
1,004,004.1/4
1,004,004.1/45
8,004,004.1/9
1,004,004.100287345
1,004,004.10234
0,004,004.102934
1,004,004.102934589
1,004,004.10293479
1,004,004.10298374
0,004,004.1029937745
2,004,004.109234
1,004,004.1092345
0,004,004.10923456
1,004,004.1092345789
0,004,004.1092346
1,004,004.10923467
0,004,004.10923468
2,004,004.109234689
2,004,004.10923469
1,004,004.109234690
6,004,004.10923478
0,004,004.1092348
7,004,004.10923489
1,004,004.109235
1,004,004.10923589
2,004,004.109236
3,004,004.1092368
1,004,004.109237
0,004,004.10923789
0,004,004.109238
0,004,004.109248
1,004,004.109273645
54,004,004.11
1,004,004.120934489
2,004,004.120934589
0,004,004.120934689
1,004,004.12093479
0,004,004.12093745
1,004,004.120938645
0,004,004.120938745
1,004,004.12094569
1,004,004.12094589
1,004,004.12578
0,004,004.1268
1,004,004.1279
1,004,004.13/1
0,004,004.1347
1,004,004.14
275,004,004.16
3,004,004.16 21
2,004,004.16 22
1,004,004.16/01/4
0,004,004.16/01/51
3,004,004.16/05
1,004,004.16/09
0,004,004.16/5
11,004,004.16/7
1,004,004.16/70285
1,004,004.1602
1,004,004.16028/8
1,004,004.16078
1,004,004.160846
2,004,004.16087
2,004,004.1609724
297,004,004.165
3,004,004.165 22
132,004,004.167
1,004,004.167/5
0,004,004.16701/9
76,004,004.1675
1,004,004.1675028/8
1,004,004.167506
3,004,004.1675068
11,004,004.19
1,004,004.1923489
71,004,004.2
0,004,004.2/014
1,004,004.2/0151
38,004,004.2/1
1,004,004.2/1/011
2,004,004.2/1/01176
3,004,004.2/1/0151
1,004,004.2/11
95,004,004.2/2
1,004,004.2/2 22
27,004,004.2/4
1,004,004.2/4/011
2,004,004.2/409
0,004,004.2/5
1,004,004.2/51
2,004,004.2/56
1,004,004.2/56 22
1,004,004.2/56/0285416
1,004,004.2/565
1,004,004.2003485
1,004,004.20038745
1,004,004.200398475
1,004,004.20387464
1,004,004.2039477
1,004,004.20398474
1,004,004.205
0,004,004.2093884
0,004,004.2098643
105,004,004.21
1,004,004.2101
0,004,004.21019
1,004,004.2122gerDNB
99,004,004.22
1,004,004.2367
1,004,004.2373
59,004,004.24
1,004,004.24/01/1
2,004,004.24015115
1,004,004.2422gerDNB
4,004,004.25
3,004,004.256
1,004,004.259
1,004,004.29310
1,004,004.2934
1,004,004.293764
1,004,004.2938845
71,004,004.3
1,004,004.3/5
4,004,004.3/6
1,004,004.30973
45,004,004.33
220,004,004.35
1,004,004.3503
1,004,004.3522gerDNB
1,004,004.358
288,004,004.36
1,004,004.3605
1,004,004.3622gerDNB
1,004,004.3682
1,004,004.38293
1,004,004.38495
1,004,004.3984775
1,004,004.4
1,004,004.42
43,004,004.5
1,004,004.5 22
1,004,004.5/05
7,004,004.5/3
9,004,004.5/6
1,004,004.5/63
0,004,004.5/65
2,004,004.53
0,004,004.536
1,004,004.546
8,004,004.56
0,004,004.56.
1,004,004.565
2,004,004.568
1475,004,004.6
1,004,004.6 167
4,004,004.6 22
2,004,004.6'2
0,004,004.6/01/5113
1,004,004.6/03
5,004,004.6/05
11,004,004.6/068
1,004,004.6/068 22
7,004,004.6/076
0,004,004.6/1
3,004,004.6/16
1,004,004.6/16/05
1,004,004.6/165
1,004,004.6/167
3,004,004.6/185
2,004,004.6/186
77,004,004.6/2
1,004,004.6/2 .
8,004,004.6/2 22
5,004,004.6/4
1,004,004.6/4 22
42,004,004.6/5
1,004,004.6/5 21
1,004,004.6/5 22
1,004,004.6/5076
5,004,004.6/52
15,004,004.6/54
22,004,004.6/6
1,004,004.6/6 21
2,004,004.6/6 22
1,004,004.6/6/076
3,004,004.6/7
3,004,004.6/78
1,004,004.6/78/0835
1,004,004.6/782
60,004,004.6/8
1,004,004.6/8 21
1,004,004.6/8 22
1,004,004.6/8/0218
1,004,004.6/8/0973
1,004,004.6/8076
21,004,004.6/82
1,004,004.6/82 22
2,004,004.6/82/076
0,004,004.601
1,004,004.601/1
0,004,004.601/4
2,004,004.601/48
1,004,004.601/5181
0,004,004.601/5193
1,004,004.601/51972
1,004,004.601/51982
2,004,004.6011
1,004,004.60113
2,004,004.6015118
1,004,004.6015193
0,004,004.60151982
1,004,004.6028/8
1,004,004.605
21,004,004.6068
28,004,004.6076
1,004,004.6078
2,004,004.61
3,004,004.616
1,004,004.616 21
0,004,004.6165
3,004,004.6167
3,004,004.6186
83,004,004.62
1,004,004.62 22
1,004,004.620287
0,004,004.63
6,004,004.64
1,004,004.645
72,004,004.65
1,004,004.65083
7,004,004.652
23,004,004.654
24,004,004.66
1,004,004.665
39,004,004.67
0,004,004.67 / 8
1,004,004.67 21
121,004,004.67/8
1,004,004.67/8 21
1,004,004.67/8 22
1,004,004.67/8/03
1,004,004.67/8/05
1,004,004.67/8/068
0,004,004.67/8/09
1,004,004.67/8/0951
1,004,004.67/8/09755785
0,004,004.67/80112
1,004,004.67/80151
0,004,004.67/8068
1,004,004.67/8071
1,004,004.67/8082
3,004,004.67/8083
5,004,004.67/80835
2,004,004.67/8083509667
39,004,004.67/82
1,004,004.67/8203
1,004,004.67/820951
1,004,004.6705
282,004,004.678
1,004,004.678/076
0,004,004.67801
0,004,004.678014
1,004,004.6780151932
3,004,004.678019
1,004,004.6780218
2,004,004.6780245
2,004,004.67803
1,004,004.678071
3,004,004.678082
4,004,004.678083
6,004,004.6780835
1,004,004.6780846
1,004,004.678087
2,004,004.6780899915
2,004,004.67809
1,004,004.678094
1,004,004.6780951
1,004,004.6780973
294,004,004.6782
1,004,004.678203
1,004,004.6782068
5,004,004.6782076
1,004,004.67822gerDNB
1,004,004.6784
54,004,004.68
1,004,004.68015115
91,004,004.682
1,004,004.682068
1,004,004.682071
3,004,004.685
13,004,004.69
1,004,004.69 22
8,004,004.69/5
1,004,004.69/5 22
1,004,004.69/5076
32,004,004.692
2,004,004.693
1,004,004.693/05
18,004,004.695
1,004,004.696
9,004,004.7
1,004,004.7/5
4,004,004.7/7
0,004,004.72
1,004,004.75
3,004,004.77
0,004,004.827363
1,004,004/.0068/4
1,004,004/.01
0,004,004/.01/5
16,004,004/.01/51
2,004,004/.01/511
25,004,004/.01/5113
4,004,004/.01/5114
2,004,004/.01/5115
2,004,004/.01/5116
2,004,004/.01/5118
0,004,004/.01/512
1,004,004/.01/5192
42,004,004/.01/9
0,004,004/.01/9 21
1,004,004/.01/905
2,004,004/.014
1,004,004/.015113
1,004,004/.01512
1,004,004/.01513
16,004,004/.019
1,004,004/.0218
1,004,004/.029/7
1,004,004/.03
1,004,004/.03/956
14,004,004/.05
1,004,004/.06/071233
4,004,004/.068
1,004,004/.068/1
2,004,004/.068/3
5,004,004/.068/4
3,004,004/.068/8
0,004,004/.07/1
0,004,004/.07/11
1,004,004/.07/11 s
1,004,004/.07/27
4,004,004/.071
0,004,004/.071241
1,004,004/.072
1,004,004/.072073
1,004,004/.0720744/6
2,004,004/.076
0,004,004/.079
1,004,004/.082
0,004,004/.087
4,004,004/.09
0,004,004/.09/049
1,004,004/.092
1,004,004/.092/2
1,004,004/.0941
1,004,004/.09474
1,004,004/.0954/05
2,004,004/.095694
0,004,004/.0971/05
1,004,004/.0971/09045
2,004,004/.0973
1,004,004/.2/1
11,004,004/.3
43,004,004/.33
180,004,004/.35
1,004,004/.35 22
2,004,004/.35/05
2,004,004/.357
2,004,004/.358
118,004,004/.36
1,004,004/.36 21
2,004,004/.36 22
1,004,004/.36/015113
1,004,004/.36/015118
1,004,004/.36/05
1,004,004/.65
1,004,004/.9
1,004,004020330
76,004,004n/a
287,005,005
1,005,005. 7585
0,005,005./068/4
1,005,005.0151
2,005,005.0151135
1,005,005.015115
2,005,005.019
1,005,005.04
1,005,005.068/1
0,005,005.068/3
5,005,005.068/4
4,005,005.0684
2429,005,005.1
2,005,005.1 21
2,005,005.1 22
1,005,005.1/01/1366
10,005,005.1/01/5113
4,005,005.1/01/512
2,005,005.1/01/9
2,005,005.1/015113
2,005,005.1/028
1,005,005.1/028 22
3,005,005.1/0285/53
0,005,005.1/05
10,005,005.1/068
1,005,005.1/068 22
1,005,005.1/068/
5,005,005.1/068/5
2,005,005.1/0685
1,005,005.1/07
4,005,005.1/071
1,005,005.1/071/1
1,005,005.1/072
1,005,005.1/0721
0,005,005.1/078
1,005,005.1/085
49,005,005.1/1
1,005,005.1/117
1,005,005.1/12
2,005,005.1/13
1,005,005.1/13/015113
24,005,005.1/14
31,005,005.1/15
11,005,005.1/16
105,005,005.1/17
1,005,005.1/17 21
1,005,005.1/17 22
1,005,005.1/17 22 22 22
1,005,005.1/17/024658
3,005,005.1/18
30,005,005.1/2
1,005,005.1/2/01
1,005,005.1/2/015113
3,005,005.1/2/028
1,005,005.1/2/092
1,005,005.1/20023
2,005,005.1/3
3,005,005.1/31
4,005,005.1/33
80,005,005.1/4
1,005,005.1/4 21
2,005,005.1/4 22
1,005,005.1/4/015113
10,005,005.1/5
1,005,005.1/50218
22,005,005.1/6
1,005,005.1/7
1,005,005.1/8
2,005,005.100981
1,005,005.101
5,005,005.101/5113
1,005,005.101/9
2,005,005.10151
80,005,005.1015113
1,005,005.101512
2,005,005.1019
1,005,005.1021
4,005,005.1023
0,005,005.102462
2,005,005.1028
3,005,005.10285
1,005,005.10289
45,005,005.1068
2,005,005.1068/4
4,005,005.1068/5
1,005,005.10683
2,005,005.10684
14,005,005.10685
3,005,005.107
8,005,005.1071
1,005,005.1072
1,005,005.1072/7
2,005,005.1076
0,005,005.1082
0,005,005.10871
1,005,005.109
7,005,005.1092
0,005,005.10922
1,005,005.109235
1,005,005.1092356
1,005,005.109246
1,005,005.10928345
1,005,005.10943
162,005,005.11
1,005,005.11/7
4,005,005.1112
1,005,005.112
2,005,005.113
54,005,005.114
50,005,005.115
3,005,005.116
135,005,005.117
4,005,005.118
52,005,005.12
0,005,005.1201
0,005,005.120151
1,005,005.12015113
1,005,005.12019
1,005,005.12028
4,005,005.1205
1,005,005.122
0,005,005.12368
1,005,005.1256
410,005,005.13
1,005,005.13 s
1,005,005.13/05
0,005,005.13/09
80,005,005.13/1
591,005,005.13/3
1,005,005.13/3 21
7,005,005.13/3 22
1,005,005.13/3 220
5,005,005.13/6
1,005,005.13076
108,005,005.131
1,005,005.13122gerDNB
1159,005,005.133
1,005,005.133 (SAS R)
1,005,005.133 22 22 22
0,005,005.133024332
1,005,005.133071
2,005,005.133076
1,005,005.13322gerDNB
1,005,005.1333
1,005,005.13479
0,005,005.13489
2,005,005.136
160,005,005.14
1,005,005.143
1,005,005.146
6,005,005.15
37,005,005.16
1,005,005.1605
1,005,005.1709.04/074
2,005,005.177
6,005,005.18
74,005,005.2
1,005,005.2'762
1,005,005.2'765
1,005,005.2/45
1,005,005.2/68
3,005,005.2/7
3,005,005.2/73
2,005,005.2/738
44,005,005.2/75
1,005,005.2/75 21
2,005,005.2/752
92,005,005.2/76
1,005,005.2/76 21
1,005,005.2/76 22
109,005,005.2/762
2,005,005.2/762 22
1,005,005.2/762222222
1,005,005.2/765
78,005,005.2/768
1,005,005.2/769
5,005,005.2/82
0,005,005.2039845
1,005,005.21
0,005,005.242
27,005,005.25
1,005,005.25/8
1,005,005.2502434
2,005,005.252
1,005,005.255
2,005,005.256
46,005,005.258
41,005,005.26
1,005,005.26 22
2,005,005.26/2
28,005,005.26/8
15,005,005.262
73,005,005.265
93,005,005.268
4,005,005.269
5,005,005.27
1,005,005.272
1,005,005.273
0,005,005.2732
2,005,005.2738
28,005,005.275
3,005,005.2752
204,005,005.276
1,005,005.276084
347,005,005.2762
1,005,005.2762 21
0,005,005.2762222222
3,005,005.2765
86,005,005.2768
12,005,005.282
1,005,005.28310
0,005,005.29
1,005,005.29345
1,005,005.29346
0,005,005.29384
558,005,005.3
1,005,005.3 2
1,005,005.3/01/9
3,005,005.3/028/7
2,005,005.3/05
2,005,005.3/068
1,005,005.3/0681
1,005,005.3/12
2,005,005.3/7
9,005,005.3/76
1,005,005.3/7682
1,005,005.3/8
1,005,005.30151
0,005,005.30245
11,005,005.3028/7
1,005,005.30285514
6,005,005.30287
4,005,005.3068
0,005,005.3068/8
0,005,005.30688
1,005,005.31
1,005,005.322
1,005,005.33
18,005,005.35
1,005,005.359
29,005,005.36
1,005,005.36/05
2,005,005.360245
3,005,005.362
43,005,005.365
1,005,005.368
2,005,005.368/2
4,005,005.3682
0,005,005.3684
109,005,005.369
1,005,005.369 21
1,005,005.369 STATA
0,005,005.369:658.15
20,005,005.376
1,005,005.376/9
2,005,005.3762
1,005,005.37682
3,005,005.3769
2,005,005.38
1,005,005.38123
3,005,005.382
57,005,005.4
1,005,005.4'3765
1,005,005.4'476
1,005,005.4.46
1,005,005.4/.46
1,005,005.4//37
2,005,005.4/2
1,005,005.4/28
84,005,005.4/3
3,005,005.4/3 21
1,005,005.4/3 22
1,005,005.4/3/0218
0,005,005.4/3/076
137,005,005.4/32
2,005,005.4/32 21
4,005,005.4/32 22
1,005,005.4/32/076
2,005,005.4/34
1,005,005.4/3465
2,005,005.4/3475
9,005,005.4/35
1,005,005.4/36
43,005,005.4/37
1,005,005.4/37 22
2,005,005.4/376
6,005,005.4/38
5,005,005.4/4
1,005,005.4/429 21
107,005,005.4/46
1,005,005.4/46 22
0,005,005.4/46/076
1,005,005.4/46076
22,005,005.4/465
1,005,005.4/468
8,005,005.4/4682
37,005,005.4/469
3,005,005.4/469 21
58,005,005.4/476
3,005,005.4/476 22
1,005,005.4/4765
21,005,005.4/4769
2,005,005.4/4769 21
1,005,005.4/4769 |
0,005,005.4/4769/076
4,005,005.4/5
25,005,005.4/53
1,005,005.4/53 22
1,005,005.4/56
1,005,005.4/682
0,005,005.4/76
1,005,005.41023
21,005,005.42
1,005,005.42282
1,005,005.425
4,005,005.428
133,005,005.43
0,005,005.43/
0,005,005.43/2
1,005,005.4307205
144,005,005.432
8,005,005.434
4,005,005.435
1,005,005.436
316,005,005.437
1,005,005.43776
3,005,005.438
4,005,005.44
1,005,005.444
168,005,005.446
1,005,005.446 006.7
2,005,005.446076
26,005,005.4465
122,005,005.4469
1,005,005.447
50,005,005.4476
5,005,005.447682
0,005,005.447684
26,005,005.44769
3,005,005.45
32,005,005.453
1,005,005.453015113
0,005,005.456
7,005,005.46
1,005,005.478
1,005,005.48124
1,005,005.486
1,005,005.49
1,005,005.4923
126,005,005.5
1,005,005.5/0285
1,005,005.5/4
16,005,005.5/5
0,005,005.5/6
14,005,005.5/7
12,005,005.5/8
1,005,005.5076
46,005,005.52
1,005,005.52 |2 22
0,005,005.5275
128,005,005.54
0,005,005.54 22
1,005,005.54/076
0,005,005.54024/6581511
1,005,005.54076
22,005,005.55
1,005,005.55024657
2,005,005.56
9,005,005.57
21,005,005.58
11,005,005.6
1,005,005.605
1,005,005.67/8
1,005,005.68
369,005,005.7
2,005,005.7'585
3,005,005.7/1
2,005,005.7/11
4,005,005.7/1262
1,005,005.7/12762
7,005,005.7/13
3,005,005.7/136
5,005,005.7/1369
32,005,005.7/1376
1,005,005.7/1376 21
1,005,005.7/13762
1,005,005.7/13765
1,005,005.7/137682
1,005,005.7/137682 22
15,005,005.7/13769
0,005,005.7/17
127,005,005.7/2
1,005,005.7/26
30,005,005.7/3
0,005,005.7/3;005.73
3,005,005.7/4
1,005,005.7/58
2,005,005.701
0,005,005.7068
1,005,005.7094
1,005,005.71
1,005,005.71 22
1,005,005.7107
4,005,005.711
1,005,005.712
13,005,005.71262
1,005,005.71262024
4,005,005.712762
33,005,005.713
4,005,005.7136
1,005,005.71362
9,005,005.71369
23,005,005.71376
5,005,005.713762
5,005,005.7137682
22,005,005.713769
1,005,005.714
211,005,005.72
0,005,005.72 22
1,005,005.72/2
1,005,005.72019
1,005,005.7202465
1,005,005.722
1,005,005.722gerDNB
2,005,005.726
2,005,005.7262
52,005,005.73
810,005,005.74
1,005,005.74 21
2,005,005.74 22
0,005,005.74/01
1,005,005.74/01/1
2,005,005.74/01/11
1,005,005.74/01/51
1,005,005.74/01/5113
1,005,005.74/05
6,005,005.74/068
13,005,005.74/1
1,005,005.74/1 22
1,005,005.74/2
3,005,005.74/3
6,005,005.74/5
6,005,005.74/6
1,005,005.74/6 21
1,005,005.74011
0,005,005.7401512
4,005,005.74023
1,005,005.74024332
